txId1,txId2,source_time,target_time
1050220,230686565,1,1
86353799,232472561,1,1
232673957,232673961,1,1
3114489,107227719,1,1
232002739,232910950,1,1
230439786,232907894,1,1
230530242,2881273,1,1
64231211,70107574,1,1
36340051,232037090,1,1
232343709,230451735,1,1
230444459,232377087,1,1
230451739,230451730,1,1
13285375,230528710,1,1
230901179,230528715,1,1
36411963,232383257,1,1
230457906,230649780,1,1
232064265,230457905,1,1
75600731,75597414,1,1
75604392,231263589,1,1
230457093,230457090,1,1
232068008,232068006,1,1
1913117,233842379,1,1
232457179,232457182,1,1
230458430,230458280,1,1
232448785,232448783,1,1
15478526,3863322,1,1
35558560,230531926,1,1
35864386,88003736,1,1
156330450,202251566,1,1
75601025,230455579,1,1
230438482,232440028,1,1
231063238,2836713,1,1
3877118,232438397,1,1
230400467,234421612,1,1
230397187,12971085,1,1
230847087,230847009,1,1
231994209,231994210,1,1
89273,230872133,1,1
230659440,51140228,1,1
13289755,27434286,1,1
232643045,232349125,1,1
230454323,230454330,1,1
73119118,232031824,1,1
34381791,2881273,1,1
37233985,230424544,1,1
232067357,232473204,1,1
232068053,230445153,1,1
5529846,232374910,1,1
75605340,75604075,1,1
230540580,230540579,1,1
232039890,232039888,1,1
232441173,232440939,1,1
232023544,232023929,1,1
89273,230453424,1,1
89273,34923889,1,1
179510554,232018768,1,1
230411328,232918438,1,1
13593219,232431912,1,1
232047414,232047419,1,1
230437681,118545988,1,1
88003736,89609627,1,1
230339477,232039381,1,1
63414613,3420529,1,1
2718195,2865010,1,1
203465969,232956033,1,1
230351401,27405707,1,1
7089694,60492027,1,1
230468058,3882798,1,1
15012778,232893748,1,1
232002810,230457868,1,1
232012741,79821391,1,1
232348835,232383244,1,1
232403116,230575475,1,1
230473314,230523246,1,1
231996526,230529178,1,1
230458101,230969919,1,1
230348386,232582209,1,1
89273,230457870,1,1
230473575,7089694,1,1
3891764,230457906,1,1
166890898,166890641,1,1
232679753,231573972,1,1
230645767,230658142,1,1
93274562,230401350,1,1
232959353,230579331,1,1
232406370,232406279,1,1
231995683,230473477,1,1
206225929,11340045,1,1
230453435,230453424,1,1
232450629,232450627,1,1
232051527,231166088,1,1
232431881,232470496,1,1
230457037,232472560,1,1
74129181,232393752,1,1
230530241,2881273,1,1
89273,230670900,1,1
230438474,230438471,1,1
230409256,230409255,1,1
230576390,75600719,1,1
231994045,230645817,1,1
230468042,230468036,1,1
230427094,230468693,1,1
230459688,232803366,1,1
230350799,230594674,1,1
230595713,37017453,1,1
231995763,230473483,1,1
230596505,31188978,1,1
51261592,230658142,1,1
99506349,14648097,1,1
76866773,33527989,1,1
230439799,230439794,1,1
146601712,230437684,1,1
232947878,232947876,1,1
3234247,230454028,1,1
59397801,230555921,1,1
230530183,2881273,1,1
12829345,232951102,1,1
232064968,75597659,1,1
234094979,100197784,1,1
230399797,230399793,1,1
232072340,230405994,1,1
230457905,76864777,1,1
91411167,232029206,1,1
230546611,230546615,1,1
232457915,232457913,1,1
232901095,57801713,1,1
232431866,232403829,1,1
36991677,234469371,1,1
232068048,230455932,1,1
232039861,230468700,1,1
3408976,232047756,1,1
230547959,87823197,1,1
233599184,233599199,1,1
230392794,232363570,1,1
232423713,205393465,1,1
232036612,232380260,1,1
230599182,12456268,1,1
232034707,71724941,1,1
232654975,233344558,1,1
230665248,232468570,1,1
230444788,232377087,1,1
75607141,232004525,1,1
232065018,230677203,1,1
230453424,2717498,1,1
230391415,78404120,1,1
232908775,92571082,1,1
230575202,20664692,1,1
230847017,230946668,1,1
232068030,75600862,1,1
230590944,5157112,1,1
2544322,105601443,1,1
230531551,230531547,1,1
230969607,230968958,1,1
230518043,232406237,1,1
230531178,2881274,1,1
89273,232941800,1,1
232431870,2758467,1,1
232906716,232448383,1,1
71369016,230649126,1,1
230349595,230596503,1,1
230590626,232018284,1,1
89273,84863672,1,1
2819930,9763856,1,1
219841227,232013258,1,1
3402165,232456339,1,1
232034945,230438483,1,1
14660781,217239370,1,1
45936391,232376719,1,1
232902705,14199066,1,1
232341802,230459325,1,1
87977367,14187387,1,1
232345644,233747450,1,1
232058910,232456882,1,1
232470465,232431851,1,1
232398773,232903071,1,1
230530295,232467632,1,1
3157662,231133568,1,1
230645830,231036638,1,1
195498536,232448783,1,1
89273,231036727,1,1
89273,230446342,1,1
230473481,230473461,1,1
230417492,88669591,1,1
230426815,14939186,1,1
3881866,232458909,1,1
89273,230446331,1,1
230338249,230436750,1,1
3378829,230442067,1,1
88008479,230451713,1,1
230541551,87823728,1,1
230411271,230411268,1,1
230428743,232903605,1,1
230450893,87890684,1,1
232008929,232029206,1,1
232459969,54732579,1,1
28734348,230537117,1,1
230659457,230658142,1,1
14199065,232675741,1,1
230594088,230594094,1,1
230463877,230463874,1,1
21488894,230649112,1,1
232453418,231836233,1,1
109963501,3882798,1,1
230402449,230402450,1,1
232009949,230468697,1,1
232403825,54900163,1,1
230452750,232429322,1,1
230546608,230546611,1,1
231987305,230670907,1,1
230439297,232392089,1,1
2826263,232910950,1,1
232468004,182448481,1,1
3110874,27571908,1,1
232440111,232444502,1,1
52295096,232451370,1,1
230541867,230541863,1,1
230468668,232409481,1,1
2225506,31181479,1,1
73191409,3740213,1,1
82535029,2881273,1,1
230336259,230411328,1,1
230455597,230455594,1,1
230439411,230439414,1,1
57399959,230409257,1,1
12639273,230658142,1,1
230456321,76866425,1,1
75598046,76865960,1,1
230411642,5675047,1,1
89273,230421654,1,1
232022790,230412856,1,1
89273,230412050,1,1
232016530,232016533,1,1
232356999,230557037,1,1
232959352,230579331,1,1
232462281,232462210,1,1
232368272,231063238,1,1
230468728,51489086,1,1
232696994,232342103,1,1
2862997,230414049,1,1
232424382,230642316,1,1
230591531,232359373,1,1
230432972,232043907,1,1
232051671,232051667,1,1
232438397,92491280,1,1
230330859,29610273,1,1
230461379,3880117,1,1
232432878,2880930,1,1
192827077,3197858,1,1
232380234,99506339,1,1
114809088,232408659,1,1
232022782,232022790,1,1
89273,230447409,1,1
232019373,230555002,1,1
230530236,2881273,1,1
230345455,232354183,1,1
230575202,230570337,1,1
75604046,230468696,1,1
230471915,230471902,1,1
232038018,230417053,1,1
75604019,230530304,1,1
230578084,2758467,1,1
230659118,230658142,1,1
37231944,56812775,1,1
230399173,54735269,1,1
230453432,230453424,1,1
230541517,87823718,1,1
232903082,2476099,1,1
230436736,234466542,1,1
89273,230424162,1,1
230642389,76867055,1,1
5192284,232346082,1,1
231992573,103803779,1,1
232002739,230569372,1,1
230457202,232897712,1,1
232070456,75598046,1,1
230453432,232446232,1,1
76865409,230965604,1,1
75598448,59826952,1,1
75600741,35516310,1,1
230519614,230519610,1,1
3845819,13272601,1,1
230415013,230415011,1,1
231993125,230444451,1,1
232354200,230451735,1,1
230465663,230465660,1,1
89273,230468417,1,1
230530253,232379211,1,1
230545776,80045321,1,1
21694323,230440000,1,1
234074001,232383230,1,1
230442136,230442132,1,1
51140228,230458963,1,1
204222931,18677622,1,1
230339760,232014505,1,1
230712278,232454063,1,1
230602315,230582497,1,1
230543288,87823676,1,1
230521240,230456370,1,1
230455592,2881274,1,1
54539980,2881274,1,1
3272544,3273965,1,1
27979553,82304496,1,1
230473471,230473461,1,1
6198280,57508662,1,1
75597403,230456319,1,1
232059818,230557037,1,1
232419651,230556839,1,1
232047756,232031839,1,1
5530440,10489593,1,1
3847417,232900752,1,1
230330054,10288849,1,1
230531175,2881274,1,1
75604333,2881273,1,1
232458515,234472313,1,1
230444850,232919400,1,1
232064964,232073363,1,1
232037399,230437633,1,1
230439446,230439444,1,1
230530304,2881273,1,1
2855928,151078127,1,1
34381791,231995696,1,1
102054111,230526124,1,1
230095966,3329673,1,1
212359535,183140871,1,1
75600719,126949017,1,1
232900716,232431879,1,1
230437638,230437634,1,1
230395897,71928623,1,1
51762853,230451735,1,1
230468265,232409481,1,1
230456381,230578978,1,1
232017363,37231292,1,1
3420566,3877087,1,1
230411283,230411282,1,1
232441231,232441583,1,1
230452718,232438397,1,1
232431388,2864084,1,1
230438487,230438486,1,1
230345455,230393099,1,1
3272533,3273965,1,1
230456729,230578985,1,1
75604031,75600731,1,1
230468057,3882798,1,1
230473317,232907285,1,1
232893753,234419729,1,1
230451734,230451730,1,1
230658517,230658155,1,1
232923556,32477883,1,1
232377111,230550396,1,1
234431154,232088193,1,1
88713167,88669587,1,1
230400936,230400942,1,1
227325124,86228549,1,1
232403825,2758467,1,1
75600743,230455750,1,1
3416106,2758467,1,1
28798027,230528725,1,1
230330002,231992554,1,1
73119118,2881273,1,1
232000936,232432891,1,1
56657550,232395434,1,1
232447725,94235109,1,1
89273,15087677,1,1
232895760,232895765,1,1
34074223,5256431,1,1
230659147,230658142,1,1
230530279,2881273,1,1
89273,230469660,1,1
3407031,230527751,1,1
230531980,14550058,1,1
230518409,232897724,1,1
230468835,232949441,1,1
232925786,232548801,1,1
231995671,230473477,1,1
3403763,232351322,1,1
230539741,231993291,1,1
230399793,230403088,1,1
232013890,232013889,1,1
230425290,88669588,1,1
230333961,232006917,1,1
231188282,151359615,1,1
230448375,230456710,1,1
230530243,232067014,1,1
218177683,232918438,1,1
232034293,230444849,1,1
230457366,230457202,1,1
232435633,232472253,1,1
89273,232444499,1,1
14090056,230670903,1,1
75597796,76865211,1,1
230440939,230440948,1,1
230527759,230527756,1,1
232075484,230566403,1,1
231987657,192823764,1,1
230339493,232034950,1,1
230531177,2881274,1,1
230538139,230552370,1,1
232948747,28023242,1,1
230454338,230454693,1,1
117438054,31730193,1,1
230336050,230601403,1,1
87844669,87823722,1,1
231182296,231193137,1,1
230456717,232438397,1,1
230575916,230440342,1,1
232008924,37231945,1,1
15478526,232058910,1,1
230452292,232000577,1,1
109931286,232431877,1,1
232464796,54735205,1,1
232346069,232029206,1,1
230459154,2925436,1,1
232006917,230407620,1,1
230336067,230595454,1,1
230326387,230419193,1,1
55286920,230739251,1,1
232894457,2716219,1,1
230724244,230459905,1,1
230526896,230526903,1,1
33137867,2880930,1,1
230530331,2881273,1,1
232027325,230440152,1,1
230465376,230465367,1,1
230459100,13805516,1,1
232012307,230470031,1,1
232669764,232034952,1,1
230541989,87823731,1,1
232069834,230455597,1,1
231997277,230473482,1,1
230468693,212363977,1,1
12946183,232383230,1,1
232423733,232424382,1,1
75597659,230455521,1,1
75607038,234015916,1,1
232895765,232401501,1,1
37232677,29846258,1,1
37231294,75597876,1,1
232038046,82166991,1,1
232399276,2758467,1,1
230556037,232438397,1,1
232027351,75600727,1,1
10463251,5291450,1,1
33095498,230405633,1,1
230531159,2881274,1,1
230611059,27447795,1,1
230456327,230456324,1,1
230530202,75600728,1,1
89522723,2881274,1,1
230522506,20847373,1,1
230401717,230401720,1,1
267262,232878163,1,1
230517601,232025998,1,1
230548968,87823698,1,1
230411242,2880930,1,1
232673965,230652612,1,1
230459078,230559750,1,1
14546770,232897813,1,1
230519593,230519589,1,1
232022790,230575895,1,1
7089453,230523196,1,1
234441421,233307261,1,1
232000575,232022460,1,1
63113839,200165930,1,1
230429601,9873432,1,1
19559657,63073396,1,1
4049602,226889376,1,1
7089467,7089453,1,1
76865969,232951102,1,1
232431888,2758467,1,1
232073375,75604019,1,1
3775711,3757070,1,1
230642332,230522938,1,1
232343693,232661983,1,1
209761201,87823720,1,1
232026318,27279853,1,1
89273,230466907,1,1
89273,27527984,1,1
232422626,232423385,1,1
230406816,75598316,1,1
1913117,231590190,1,1
230455519,230530826,1,1
230354384,230473578,1,1
231996116,230473483,1,1
3159546,91058483,1,1
230518318,230522135,1,1
232419638,99506345,1,1
34795430,230677203,1,1
232465856,230521269,1,1
232005229,230578968,1,1
27456320,230658142,1,1
230592565,3084050,1,1
234442465,234442466,1,1
230411264,199519672,1,1
230439288,32477879,1,1
232073368,230530293,1,1
230530282,75601025,1,1
234452271,74478273,1,1
75604013,75600715,1,1
131659143,230473482,1,1
15012684,232470495,1,1
230658282,230658142,1,1
230594153,232975279,1,1
230442140,232919400,1,1
97752002,230455950,1,1
230456385,230456384,1,1
232350655,232046855,1,1
230530229,75600717,1,1
14196754,232431912,1,1
75605330,230530200,1,1
63437052,232447736,1,1
232949441,182449541,1,1
230459331,230459327,1,1
230419201,82945549,1,1
2928492,230621641,1,1
230442139,232921766,1,1
232654499,75605397,1,1
231993121,232339043,1,1
230418055,230417572,1,1
230418124,90935592,1,1
55987701,63231373,1,1
28257801,230468835,1,1
230431949,230569376,1,1
232948277,56657550,1,1
230659461,230658142,1,1
230347375,43560505,1,1
231994202,34300945,1,1
232894488,232894494,1,1
230330942,230330948,1,1
3912534,230527759,1,1
232010159,183837394,1,1
22772202,6085837,1,1
5343618,3890589,1,1
232921375,230548642,1,1
232631381,34795430,1,1
230348399,2881273,1,1
5530440,230454323,1,1
230448391,3916897,1,1
209416370,36148473,1,1
14180211,232914298,1,1
230440953,230441651,1,1
230518396,3859898,1,1
232958835,230566430,1,1
28023222,230439622,1,1
1913117,2717498,1,1
230334382,232014177,1,1
75598645,230642389,1,1
231035659,232903496,1,1
8427180,232036675,1,1
232026322,230411721,1,1
230430136,232023157,1,1
230464776,230464771,1,1
99497598,230648169,1,1
230461031,230461033,1,1
232010785,230550393,1,1
230594082,189319494,1,1
232813397,230537138,1,1
230456719,232438397,1,1
89273,230524982,1,1
19146132,230442067,1,1
232895871,232465856,1,1
232006979,24673782,1,1
230569375,230513474,1,1
232431929,2758467,1,1
230436765,2881274,1,1
230653306,230653312,1,1
3878647,3846528,1,1
230643780,2718078,1,1
230545768,218531042,1,1
232346257,232029206,1,1
230460314,230460307,1,1
232431849,234470362,1,1
75598052,230530382,1,1
230659136,230658273,1,1
230553126,8554810,1,1
231426504,230530229,1,1
75604437,75605130,1,1
230531606,230549947,1,1
230652612,230652608,1,1
232457186,50033867,1,1
232023529,232438397,1,1
232448385,232472201,1,1
86711289,91293757,1,1
232349150,232673468,1,1
230470026,230470020,1,1
230330948,230330954,1,1
19835247,232418290,1,1
230459310,230456623,1,1
230594536,230595008,1,1
231818725,233244155,1,1
33379088,43009462,1,1
110040474,21063785,1,1
230530282,2881273,1,1
232018519,232029206,1,1
230530291,230530202,1,1
232051527,37231293,1,1
232354179,231995698,1,1
203811355,232072340,1,1
230599592,232054853,1,1
230540205,230540196,1,1
89273,230470039,1,1
10974347,230330114,1,1
230455942,76864763,1,1
213008391,226889375,1,1
230459270,230528717,1,1
230325139,230872133,1,1
230428023,230459346,1,1
230540579,39617086,1,1
230578937,2758467,1,1
3403094,230935082,1,1
230530233,232064951,1,1
232958835,4988274,1,1
230530339,2881273,1,1
232346080,28172257,1,1
230326373,230442067,1,1
204257865,232007290,1,1
19879866,75604928,1,1
232035283,232035280,1,1
230595710,232348091,1,1
231993125,230400084,1,1
230588414,230473600,1,1
232472561,2834866,1,1
230649655,230649652,1,1
232420747,230816223,1,1
36787463,230473483,1,1
232673468,8427177,1,1
230594082,1034263,1,1
75604624,230530320,1,1
230451737,230451730,1,1
3329673,76865977,1,1
232926179,233508045,1,1
230424188,230424193,1,1
232897359,91794795,1,1
232644856,230391412,1,1
7529721,230473481,1,1
232392560,4587005,1,1
230520418,54734928,1,1
92491279,232401511,1,1
195281158,226905247,1,1
232016542,3248381,1,1
232007332,230440340,1,1
3925879,3881050,1,1
230518409,228711624,1,1
231998131,230770487,1,1
230645351,232448785,1,1
230339481,232034946,1,1
89273,230531648,1,1
89273,32879801,1,1
230402893,232438397,1,1
232409485,2758467,1,1
75601053,2881274,1,1
230389794,230389787,1,1
232010781,230414065,1,1
7757447,230901075,1,1
230458588,195237909,1,1
232010792,230650187,1,1
233307261,234472020,1,1
88669585,230413259,1,1
230527319,3913226,1,1
230412485,3849610,1,1
230965604,37234030,1,1
230531156,2881274,1,1
230468707,232923173,1,1
233599190,234012376,1,1
231994292,231994298,1,1
232009901,230665248,1,1
22873295,230336262,1,1
10748536,230526482,1,1
230468697,230468693,1,1
54732017,230528723,1,1
99506348,232419632,1,1
230469660,196555403,1,1
230391411,230456623,1,1
52295096,230557271,1,1
230468676,196555403,1,1
232909664,232909676,1,1
232073369,31648608,1,1
230411715,230439994,1,1
230526123,102054111,1,1
218536552,218539283,1,1
232366284,230557024,1,1
230437638,232908760,1,1
230595080,14199065,1,1
231996121,230473483,1,1
89273,230470037,1,1
232398741,230694868,1,1
231994074,144657595,1,1
231994059,231994064,1,1
145388391,231994093,1,1
232437943,234466542,1,1
232631652,19128841,1,1
232007412,230917943,1,1
232009711,232469446,1,1
232444878,3318945,1,1
230406766,2881274,1,1
230412047,232438397,1,1
232039878,21694323,1,1
31730203,230402073,1,1
230417077,230417075,1,1
232012307,232012304,1,1
232006630,230411283,1,1
230346985,230595713,1,1
232895771,53204033,1,1
150398561,3882798,1,1
230330123,230331370,1,1
230325972,3882798,1,1
54309399,232010764,1,1
232429046,230521269,1,1
230470031,219839769,1,1
232067008,2880930,1,1
232035697,61099331,1,1
89273,30346190,1,1
231995755,230473483,1,1
232431886,2758467,1,1
230406766,230577403,1,1
232349145,232039877,1,1
230472258,230472262,1,1
232346498,3091279,1,1
230545782,2905057,1,1
4070614,230550393,1,1
230530821,2881274,1,1
232430492,232430495,1,1
10734050,232349072,1,1
36674352,27553557,1,1
230456718,230456714,1,1
75598324,76865990,1,1
230530220,230530176,1,1
232346251,230714895,1,1
3304395,230602981,1,1
635415,232447742,1,1
230569376,2815738,1,1
230645343,230645348,1,1
231442513,231994656,1,1
230516994,230516991,1,1
232042969,3880653,1,1
232038137,232038134,1,1
232347748,13150790,1,1
230966747,234458119,1,1
230530257,2881273,1,1
232069831,230444403,1,1
22584216,232361286,1,1
183320167,196627537,1,1
232416085,31434609,1,1
230531168,232386556,1,1
232010919,198356667,1,1
107227716,232818761,1,1
13366684,232659744,1,1
231993291,230444452,1,1
232360625,230639670,1,1
230433276,232047924,1,1
230537137,230537117,1,1
208537161,232438397,1,1
135322039,232470465,1,1
3881912,232460292,1,1
230438870,3876550,1,1
230595008,232688319,1,1
232413175,230556835,1,1
232014177,230423014,1,1
232897712,232949043,1,1
230658177,232028861,1,1
230424236,230424238,1,1
5163156,232353514,1,1
232893904,28260618,1,1
232470755,232470758,1,1
230526901,230526896,1,1
230659117,230658142,1,1
3740213,2881273,1,1
37234017,232470461,1,1
230576391,230427486,1,1
5197365,99497598,1,1
232440557,233955273,1,1
123661757,79871665,1,1
87889642,87889651,1,1
230405042,72705513,1,1
212704382,205400911,1,1
230414073,232060233,1,1
233599199,233344558,1,1
13150773,232419638,1,1
81273867,230517859,1,1
232351322,232038325,1,1
232903073,232457884,1,1
232359367,232359368,1,1
232395869,232395867,1,1
232660461,232009330,1,1
230417569,232438397,1,1
75598445,2881274,1,1
230402452,230402456,1,1
232429018,231754442,1,1
230336058,219844395,1,1
232364856,232345695,1,1
230438493,230537117,1,1
90001524,232013872,1,1
230344662,43560505,1,1
230530209,2881273,1,1
232011845,232900450,1,1
231994045,232034651,1,1
230599592,43067540,1,1
232673595,232673599,1,1
89273,230552326,1,1
87823667,230548690,1,1
71384277,232378919,1,1
3402672,3768400,1,1
230439297,14026137,1,1
89273,231034733,1,1
231180580,231180581,1,1
231177403,2758467,1,1
232040050,230557037,1,1
218531044,226889376,1,1
89273,232054853,1,1
230587503,232670405,1,1
230405597,232895310,1,1
89273,231026136,1,1
230472385,230472386,1,1
230530232,75604024,1,1
28359967,3159656,1,1
13778597,62278114,1,1
76866764,87823625,1,1
231993295,230444454,1,1
230459905,230571469,1,1
230551388,2880930,1,1
96876090,232403460,1,1
230659136,230658142,1,1
20583965,230459261,1,1
35595859,230431165,1,1
231178835,232430450,1,1
230647313,232443618,1,1
230624668,230518025,1,1
230456618,230531645,1,1
232006642,232910950,1,1
232034950,230464782,1,1
230473474,232655296,1,1
232377114,230550396,1,1
231996118,230473483,1,1
3236253,230658142,1,1
89273,32120805,1,1
230333930,232015639,1,1
232649477,9225546,1,1
230588228,6198280,1,1
232354183,67623171,1,1
32209492,232018280,1,1
7398153,14307861,1,1
231241751,230523204,1,1
232344763,45973020,1,1
230593839,27405707,1,1
232921766,230543262,1,1
48055211,230548642,1,1
1913117,232457891,1,1
230653308,230636180,1,1
