txId,in_degree,out_degree,total_degree
230521273,10.0,4.0,14.0
230522097,1.0,0.0,1.0
230658997,0.0,1.0,1.0
1913117,0.0,28.0,28.0
232909272,1.0,1.0,2.0
231179660,1.0,1.0,2.0
231177063,1.0,1.0,2.0
206222134,0.0,2.0,2.0
192431356,1.0,1.0,2.0
230967090,1.0,1.0,2.0
230439439,1.0,2.0,3.0
230658277,0.0,2.0,2.0
230563355,1.0,0.0,1.0
230455752,1.0,2.0,3.0
232416085,1.0,2.0,3.0
232038004,0.0,2.0,2.0
232037822,2.0,2.0,4.0
230471902,4.0,1.0,5.0
230471916,3.0,2.0,5.0
232393313,1.0,2.0,3.0
230511916,1.0,1.0,2.0
200165930,2.0,1.0,3.0
39617084,2.0,1.0,3.0
230432611,0.0,2.0,2.0
230966618,1.0,1.0,2.0
230512979,2.0,0.0,2.0
230530178,1.0,2.0,3.0
232070456,1.0,2.0,3.0
232436036,1.0,2.0,3.0
230674241,3.0,0.0,3.0
230330969,1.0,2.0,3.0
232918438,8.0,1.0,9.0
230335026,0.0,1.0,1.0
232698839,2.0,1.0,3.0
230918484,0.0,1.0,1.0
40297647,2.0,0.0,2.0
230459131,1.0,1.0,2.0
230559672,1.0,0.0,1.0
230447404,1.0,1.0,2.0
3877919,1.0,1.0,2.0
54492406,0.0,1.0,1.0
4855592,3.0,0.0,3.0
231995264,1.0,2.0,3.0
232468876,3.0,1.0,4.0
231994250,1.0,2.0,3.0
232910950,26.0,1.0,27.0
3907739,1.0,1.0,2.0
230438749,1.0,2.0,3.0
232687445,1.0,2.0,3.0
189305695,1.0,0.0,1.0
2819887,0.0,1.0,1.0
232956426,3.0,1.0,4.0
230530380,1.0,2.0,3.0
230474094,0.0,2.0,2.0
230473989,2.0,1.0,3.0
75604389,0.0,1.0,1.0
75604980,1.0,1.0,2.0
232440027,2.0,2.0,4.0
232448376,2.0,1.0,3.0
230471946,0.0,1.0,1.0
231429973,3.0,1.0,4.0
79642404,2.0,1.0,3.0
71136742,2.0,1.0,3.0
232897313,1.0,1.0,2.0
231168875,1.0,1.0,2.0
230537133,1.0,1.0,2.0
230537117,28.0,0.0,28.0
232040268,2.0,1.0,3.0
230467682,2.0,1.0,3.0
2756358,1.0,1.0,2.0
232432897,1.0,2.0,3.0
66396856,2.0,1.0,3.0
13805515,2.0,1.0,3.0
230470027,6.0,1.0,7.0
2893869,1.0,0.0,1.0
232634676,1.0,1.0,2.0
232364856,1.0,2.0,3.0
232440939,2.0,1.0,3.0
79642776,2.0,1.0,3.0
42953128,1.0,1.0,2.0
230424236,1.0,1.0,2.0
230449513,1.0,1.0,2.0
230449518,1.0,1.0,2.0
230529171,1.0,1.0,2.0
14580549,3.0,0.0,3.0
86655785,1.0,1.0,2.0
230577422,1.0,1.0,2.0
232457903,1.0,1.0,2.0
11011839,1.0,1.0,2.0
230471924,1.0,1.0,2.0
232894488,1.0,1.0,2.0
230391412,1.0,2.0,3.0
2893846,2.0,9.0,11.0
230334809,0.0,1.0,1.0
230465219,2.0,2.0,4.0
230541525,1.0,2.0,3.0
2880930,49.0,0.0,49.0
230452144,0.0,1.0,1.0
2706899,5.0,0.0,5.0
230681119,2.0,1.0,3.0
232472581,2.0,1.0,3.0
232345632,0.0,1.0,1.0
230463877,1.0,2.0,3.0
232916687,2.0,1.0,3.0
232431856,1.0,2.0,3.0
230683178,1.0,0.0,1.0
230349226,0.0,2.0,2.0
233221331,1.0,1.0,2.0
81167039,1.0,1.0,2.0
230594121,1.0,2.0,3.0
232440137,1.0,2.0,3.0
230639246,2.0,0.0,2.0
232399274,1.0,1.0,2.0
232399270,1.0,0.0,1.0
230659151,1.0,1.0,2.0
230467618,2.0,1.0,3.0
230467684,2.0,1.0,3.0
230531179,2.0,2.0,4.0
230437680,1.0,2.0,3.0
19617883,2.0,1.0,3.0
230411721,1.0,2.0,3.0
35574259,1.0,1.0,2.0
232957846,1.0,2.0,3.0
232415197,5.0,1.0,6.0
232675389,2.0,1.0,3.0
147419328,2.0,1.0,3.0
233599193,2.0,1.0,3.0
233599189,2.0,1.0,3.0
230591601,0.0,2.0,2.0
230555921,5.0,0.0,5.0
60519306,1.0,1.0,2.0
230097992,1.0,1.0,2.0
21763735,0.0,1.0,1.0
231990423,0.0,2.0,2.0
12971085,3.0,1.0,4.0
230344670,0.0,2.0,2.0
230521269,5.0,2.0,7.0
230521266,4.0,1.0,5.0
232431922,1.0,2.0,3.0
3272536,1.0,5.0,6.0
230724244,2.0,7.0,9.0
232047899,1.0,1.0,2.0
230540205,1.0,2.0,3.0
232608734,1.0,1.0,2.0
230597986,0.0,2.0,2.0
3878899,1.0,2.0,3.0
230351534,0.0,3.0,3.0
230586873,1.0,2.0,3.0
230667453,1.0,1.0,2.0
75597397,1.0,1.0,2.0
90545645,3.0,1.0,4.0
232064964,1.0,2.0,3.0
206139323,1.0,1.0,2.0
230437630,2.0,2.0,4.0
230649117,2.0,2.0,4.0
14550424,1.0,1.0,2.0
232353291,2.0,1.0,3.0
183402062,1.0,1.0,2.0
82950160,1.0,1.0,2.0
232447742,2.0,1.0,3.0
230401350,1.0,1.0,2.0
230401687,1.0,1.0,2.0
21018157,0.0,9.0,9.0
230347366,0.0,2.0,2.0
230658525,0.0,2.0,2.0
232450626,1.0,0.0,1.0
2864954,1.0,2.0,3.0
33972940,1.0,1.0,2.0
233227310,1.0,0.0,1.0
232673945,1.0,2.0,3.0
232673949,1.0,2.0,3.0
232354199,0.0,2.0,2.0
232346251,1.0,2.0,3.0
232959350,1.0,1.0,2.0
75604058,1.0,1.0,2.0
232068042,1.0,1.0,2.0
232361296,1.0,1.0,2.0
232361286,2.0,2.0,4.0
75600754,1.0,1.0,2.0
75597795,1.0,1.0,2.0
231996124,0.0,1.0,1.0
230473483,31.0,1.0,32.0
230457910,1.0,2.0,3.0
230523211,3.0,2.0,5.0
230523207,2.0,0.0,2.0
95906596,1.0,1.0,2.0
230578500,1.0,1.0,2.0
232035051,0.0,2.0,2.0
232036661,2.0,2.0,4.0
31730193,1.0,1.0,2.0
230569374,1.0,1.0,2.0
230335074,0.0,2.0,2.0
230440142,2.0,2.0,4.0
232431890,1.0,1.0,2.0
7196549,1.0,1.0,2.0
232418399,1.0,2.0,3.0
230400857,1.0,1.0,2.0
230400870,1.0,2.0,3.0
232015620,1.0,1.0,2.0
49558738,1.0,1.0,2.0
233599185,2.0,1.0,3.0
233599198,2.0,1.0,3.0
232065266,1.0,2.0,3.0
232073363,17.0,1.0,18.0
232009878,1.0,1.0,2.0
232009889,1.0,1.0,2.0
232342532,1.0,1.0,2.0
3877856,1.0,1.0,2.0
230437700,1.0,1.0,2.0
5662056,2.0,1.0,3.0
230522934,2.0,1.0,3.0
230445151,1.0,2.0,3.0
232899771,1.0,1.0,2.0
22013857,1.0,1.0,2.0
232903082,1.0,1.0,2.0
222399481,1.0,1.0,2.0
232893753,1.0,1.0,2.0
230456357,1.0,2.0,3.0
232922109,1.0,1.0,2.0
230645753,1.0,1.0,2.0
76866419,1.0,1.0,2.0
230418806,1.0,1.0,2.0
230428367,1.0,1.0,2.0
230439622,2.0,2.0,4.0
93518448,2.0,1.0,3.0
40623301,0.0,2.0,2.0
2920819,1.0,1.0,2.0
230472251,0.0,2.0,2.0
230473461,19.0,1.0,20.0
232470505,0.0,1.0,1.0
232470504,2.0,0.0,2.0
232957892,1.0,1.0,2.0
3204359,1.0,1.0,2.0
232054853,10.0,2.0,12.0
105586706,1.0,1.0,2.0
233097530,2.0,1.0,3.0
3717740,3.0,1.0,4.0
230456360,1.0,2.0,3.0
230444451,3.0,2.0,5.0
16555074,3.0,0.0,3.0
232017363,1.0,2.0,3.0
230451735,11.0,2.0,13.0
79111639,1.0,1.0,2.0
232403460,2.0,1.0,3.0
232904009,1.0,1.0,2.0
233220194,1.0,1.0,2.0
230528722,1.0,1.0,2.0
230528710,21.0,0.0,21.0
232342530,1.0,2.0,3.0
199529191,1.0,1.0,2.0
232017777,1.0,2.0,3.0
232054860,1.0,1.0,2.0
230530309,1.0,2.0,3.0
75598059,2.0,1.0,3.0
61820358,1.0,1.0,2.0
3875116,1.0,2.0,3.0
230520120,1.0,2.0,3.0
230531174,0.0,2.0,2.0
230531529,3.0,1.0,4.0
232446225,0.0,1.0,1.0
182442258,2.0,0.0,2.0
230440527,1.0,2.0,3.0
230456382,1.0,1.0,2.0
232404259,1.0,2.0,3.0
230658164,0.0,1.0,1.0
75600755,1.0,1.0,2.0
230425547,1.0,2.0,3.0
232000581,1.0,1.0,2.0
230716290,2.0,1.0,3.0
73325019,0.0,1.0,1.0
230681123,3.0,1.0,4.0
232654975,1.0,2.0,3.0
192392088,1.0,1.0,2.0
232037400,1.0,2.0,3.0
232037399,2.0,2.0,4.0
230517591,1.0,2.0,3.0
3385562,1.0,0.0,1.0
230464746,1.0,2.0,3.0
230464556,1.0,2.0,3.0
2713814,1.0,1.0,2.0
185535373,1.0,1.0,2.0
19146132,0.0,11.0,11.0
232354183,11.0,2.0,13.0
14942862,3.0,1.0,4.0
195237909,19.0,3.0,22.0
230421654,1.0,1.0,2.0
183321578,1.0,1.0,2.0
232392931,1.0,0.0,1.0
3876606,0.0,2.0,2.0
232460526,1.0,1.0,2.0
230458741,1.0,1.0,2.0
230458655,1.0,1.0,2.0
230692824,2.0,1.0,3.0
230551388,3.0,1.0,4.0
34162816,0.0,1.0,1.0
230539732,2.0,1.0,3.0
232431910,2.0,2.0,4.0
76866739,1.0,1.0,2.0
87889632,1.0,1.0,2.0
230444448,15.0,2.0,17.0
4996915,1.0,1.0,2.0
230464771,3.0,2.0,5.0
20510018,7.0,1.0,8.0
230334719,0.0,1.0,1.0
232000584,3.0,1.0,4.0
203812102,1.0,1.0,2.0
232431931,1.0,2.0,3.0
230673815,1.0,1.0,2.0
232383231,1.0,2.0,3.0
232034284,0.0,2.0,2.0
198358107,1.0,1.0,2.0
198363083,1.0,1.0,2.0
198426420,1.0,1.0,2.0
2923374,1.0,0.0,1.0
53204358,1.0,1.0,2.0
230586868,1.0,2.0,3.0
2754445,1.0,0.0,1.0
7460711,0.0,1.0,1.0
230470030,1.0,2.0,3.0
230390238,0.0,2.0,2.0
230456623,15.0,1.0,16.0
232903064,1.0,2.0,3.0
113492022,1.0,1.0,2.0
232903069,1.0,2.0,3.0
99506340,1.0,1.0,2.0
2713749,0.0,1.0,1.0
56588535,7.0,0.0,7.0
232012309,1.0,1.0,2.0
230411297,1.0,2.0,3.0
230470029,0.0,2.0,2.0
230438482,2.0,2.0,4.0
230438479,2.0,2.0,4.0
232412807,1.0,1.0,2.0
80044762,1.0,1.0,2.0
5197391,1.0,1.0,2.0
106306280,1.0,1.0,2.0
230411659,1.0,1.0,2.0
76864781,1.0,1.0,2.0
37001822,1.0,1.0,2.0
86977694,1.0,1.0,2.0
230540192,1.0,2.0,3.0
230516994,1.0,2.0,3.0
54735213,1.0,1.0,2.0
219837311,1.0,1.0,2.0
234017978,1.0,1.0,2.0
230530258,1.0,2.0,3.0
3416106,1.0,3.0,4.0
74325541,1.0,3.0,4.0
232010758,1.0,2.0,3.0
4988292,1.0,1.0,2.0
230411274,0.0,2.0,2.0
232670457,1.0,2.0,3.0
232673585,1.0,2.0,3.0
230537141,1.0,2.0,3.0
230530176,1.0,2.0,3.0
232067342,1.0,2.0,3.0
230345439,0.0,1.0,1.0
29115493,2.0,1.0,3.0
14713336,0.0,1.0,1.0
230336239,0.0,2.0,2.0
232019233,1.0,1.0,2.0
230530819,1.0,2.0,3.0
230455738,1.0,2.0,3.0
232639903,0.0,1.0,1.0
232921306,1.0,1.0,2.0
76867053,1.0,1.0,2.0
230544483,1.0,1.0,2.0
87823727,1.0,0.0,1.0
230452736,0.0,2.0,2.0
45936391,1.0,1.0,2.0
232000938,1.0,2.0,3.0
232000936,1.0,1.0,2.0
232895310,1.0,2.0,3.0
230331387,0.0,2.0,2.0
231993291,11.0,2.0,13.0
230472718,0.0,2.0,2.0
27533958,3.0,0.0,3.0
230522939,2.0,1.0,3.0
166888820,2.0,1.0,3.0
230548582,1.0,1.0,2.0
230548586,1.0,1.0,2.0
3908453,0.0,2.0,2.0
230409254,1.0,2.0,3.0
76865205,1.0,1.0,2.0
75604333,0.0,4.0,4.0
2912780,2.0,0.0,2.0
230437116,0.0,2.0,2.0
230543170,1.0,0.0,1.0
230530317,1.0,2.0,3.0
230923479,1.0,1.0,2.0
232897813,1.0,1.0,2.0
232431861,1.0,1.0,2.0
232018604,0.0,2.0,2.0
75604019,1.0,2.0,3.0
232067357,1.0,2.0,3.0
3891191,0.0,2.0,2.0
3851887,1.0,1.0,2.0
232347599,0.0,1.0,1.0
232069314,2.0,1.0,3.0
232038134,2.0,1.0,3.0
232061952,2.0,1.0,3.0
230548931,1.0,1.0,2.0
230548930,1.0,1.0,2.0
232949441,1.0,2.0,3.0
232349072,1.0,1.0,2.0
20299716,2.0,0.0,2.0
230543312,1.0,1.0,2.0
87823631,1.0,1.0,2.0
84064852,1.0,1.0,2.0
232022782,1.0,2.0,3.0
1050220,0.0,4.0,4.0
230686565,3.0,0.0,3.0
86353799,0.0,1.0,1.0
232472561,2.0,2.0,4.0
232673957,1.0,2.0,3.0
232673961,1.0,2.0,3.0
3114489,1.0,1.0,2.0
107227719,1.0,0.0,1.0
232002739,1.0,2.0,3.0
230439786,0.0,1.0,1.0
232907894,2.0,2.0,4.0
230530242,1.0,2.0,3.0
36340051,1.0,1.0,2.0
232037090,1.0,2.0,3.0
230444459,1.0,2.0,3.0
232377087,7.0,3.0,10.0
13285375,1.0,1.0,2.0
230901179,1.0,1.0,2.0
230528715,1.0,2.0,3.0
230457906,3.0,1.0,4.0
230649780,2.0,1.0,3.0
75600731,1.0,2.0,3.0
75597414,1.0,1.0,2.0
230457093,0.0,1.0,1.0
230457090,4.0,2.0,6.0
233842379,2.0,0.0,2.0
232457179,1.0,1.0,2.0
232457182,1.0,0.0,1.0
232448785,2.0,2.0,4.0
232448783,2.0,0.0,2.0
35558560,1.0,1.0,2.0
230531926,5.0,0.0,5.0
156330450,0.0,1.0,1.0
202251566,2.0,1.0,3.0
232440028,2.0,2.0,4.0
3877118,1.0,1.0,2.0
230397187,1.0,2.0,3.0
231994209,1.0,2.0,3.0
231994210,1.0,1.0,2.0
230659440,1.0,2.0,3.0
51140228,2.0,1.0,3.0
232643045,1.0,2.0,3.0
232349125,1.0,2.0,3.0
73119118,1.0,7.0,8.0
232031824,18.0,1.0,19.0
34381791,1.0,7.0,8.0
232473204,3.0,0.0,3.0
232068053,1.0,2.0,3.0
230445153,1.0,2.0,3.0
232374910,2.0,0.0,2.0
75605340,1.0,1.0,2.0
75604075,1.0,1.0,2.0
230540580,0.0,1.0,1.0
230540579,2.0,2.0,4.0
232039890,0.0,1.0,1.0
232039888,2.0,2.0,4.0
232441173,0.0,2.0,2.0
232023544,1.0,1.0,2.0
232023929,1.0,0.0,1.0
34923889,1.0,1.0,2.0
230411328,1.0,2.0,3.0
88003736,4.0,1.0,5.0
89609627,3.0,0.0,3.0
2718195,1.0,1.0,2.0
2865010,4.0,1.0,5.0
230456327,1.0,1.0,2.0
230456324,1.0,1.0,2.0
230517601,1.0,2.0,3.0
232025998,1.0,2.0,3.0
230519593,1.0,1.0,2.0
230519589,1.0,0.0,1.0
4049602,0.0,1.0,1.0
226889376,5.0,1.0,6.0
232026318,1.0,2.0,3.0
27279853,1.0,0.0,1.0
27527984,2.0,0.0,2.0
230354384,0.0,1.0,1.0
230473578,1.0,1.0,2.0
232465856,8.0,2.0,10.0
232073368,0.0,2.0,2.0
230530293,1.0,2.0,3.0
234452271,1.0,2.0,3.0
74478273,1.0,1.0,2.0
131659143,0.0,1.0,1.0
230473482,12.0,1.0,13.0
230658282,1.0,1.0,2.0
230442140,1.0,2.0,3.0
232919400,4.0,1.0,5.0
230456385,0.0,1.0,1.0
230456384,2.0,1.0,3.0
230530229,1.0,3.0,4.0
75600717,1.0,1.0,2.0
75605330,1.0,1.0,2.0
230530200,1.0,2.0,3.0
182449541,1.0,0.0,1.0
230419201,1.0,2.0,3.0
82945549,1.0,1.0,2.0
230442139,1.0,2.0,3.0
232921766,1.0,1.0,2.0
230418124,1.0,1.0,2.0
90935592,1.0,1.0,2.0
3912534,0.0,3.0,3.0
230527759,2.0,1.0,3.0
232919605,1.0,2.0,3.0
230531170,1.0,2.0,3.0
230334753,0.0,2.0,2.0
52191313,2.0,1.0,3.0
102404547,0.0,1.0,1.0
232654499,1.0,2.0,3.0
87823757,1.0,1.0,2.0
230547979,1.0,1.0,2.0
75597405,1.0,1.0,2.0
230426815,1.0,2.0,3.0
232010338,1.0,2.0,3.0
230417568,1.0,1.0,2.0
230392232,1.0,2.0,3.0
230392230,1.0,2.0,3.0
195215469,0.0,1.0,1.0
230540196,7.0,1.0,8.0
34031118,0.0,1.0,1.0
225944002,1.0,1.0,2.0
87739542,0.0,1.0,1.0
230330544,1.0,2.0,3.0
230338271,1.0,2.0,3.0
37231292,1.0,1.0,2.0
2929196,1.0,1.0,2.0
3881827,1.0,1.0,2.0
230658150,0.0,1.0,1.0
232072340,1.0,2.0,3.0
48236824,0.0,2.0,2.0
230458577,1.0,1.0,2.0
232432886,0.0,1.0,1.0
232040265,2.0,1.0,3.0
230330962,1.0,2.0,3.0
73191409,2.0,1.0,3.0
11998335,0.0,1.0,1.0
230599182,2.0,1.0,3.0
230402449,1.0,2.0,3.0
232431935,1.0,2.0,3.0
232392947,0.0,2.0,2.0
2778105,1.0,0.0,1.0
232440097,3.0,2.0,5.0
230653282,2.0,1.0,3.0
230653288,2.0,1.0,3.0
230518261,1.0,1.0,2.0
230518258,1.0,0.0,1.0
230557022,1.0,0.0,1.0
232448425,4.0,1.0,5.0
87823679,1.0,1.0,2.0
230549076,5.0,0.0,5.0
79871665,2.0,1.0,3.0
230687058,3.0,0.0,3.0
175872615,0.0,1.0,1.0
230457868,28.0,2.0,30.0
232472215,2.0,1.0,3.0
232472220,2.0,1.0,3.0
232907868,1.0,1.0,2.0
230530333,1.0,2.0,3.0
230530233,1.0,2.0,3.0
232431924,1.0,2.0,3.0
63186078,1.0,1.0,2.0
75604036,1.0,1.0,2.0
232066385,1.0,1.0,2.0
230516005,1.0,1.0,2.0
230516004,1.0,1.0,2.0
231179652,1.0,2.0,3.0
232465409,1.0,1.0,2.0
80045322,1.0,1.0,2.0
230548958,1.0,1.0,2.0
3898382,1.0,2.0,3.0
232431869,1.0,2.0,3.0
232673468,2.0,2.0,4.0
33453302,1.0,1.0,2.0
3876980,1.0,1.0,2.0
3876998,1.0,0.0,1.0
11343564,0.0,3.0,3.0
230651834,1.0,1.0,2.0
230659121,1.0,2.0,3.0
230412060,1.0,1.0,2.0
232795825,2.0,0.0,2.0
232345693,2.0,2.0,4.0
232035061,2.0,1.0,3.0
230423949,1.0,1.0,2.0
230423848,1.0,2.0,3.0
231998448,0.0,1.0,1.0
231998131,1.0,1.0,2.0
231565690,1.0,1.0,2.0
2791962,1.0,1.0,2.0
232033534,0.0,1.0,1.0
232432891,8.0,1.0,9.0
230472247,6.0,1.0,7.0
230643071,1.0,1.0,2.0
232633987,1.0,1.0,2.0
31663613,0.0,2.0,2.0
231253425,3.0,0.0,3.0
230455960,1.0,2.0,3.0
27323573,0.0,1.0,1.0
209416370,1.0,1.0,2.0
230455963,1.0,2.0,3.0
212706911,1.0,1.0,2.0
230548574,1.0,0.0,1.0
213736040,4.0,0.0,4.0
198356667,1.0,1.0,2.0
38793679,1.0,1.0,2.0
75604916,0.0,1.0,1.0
230621237,1.0,1.0,2.0
3408161,0.0,1.0,1.0
3882798,12.0,1.0,13.0
230530345,0.0,2.0,2.0
230455764,1.0,2.0,3.0
7105998,2.0,0.0,2.0
234431587,1.0,1.0,2.0
53549918,1.0,1.0,2.0
230439805,2.0,2.0,4.0
232401224,2.0,1.0,3.0
10216529,0.0,1.0,1.0
230445159,1.0,2.0,3.0
75598324,1.0,1.0,2.0
230602337,0.0,2.0,2.0
125738786,1.0,1.0,2.0
230354705,0.0,1.0,1.0
37232627,2.0,1.0,3.0
230459145,1.0,1.0,2.0
232549860,1.0,1.0,2.0
208537161,1.0,3.0,4.0
88906998,0.0,1.0,1.0
75607469,0.0,1.0,1.0
230530254,1.0,2.0,3.0
195237911,0.0,2.0,2.0
86261919,1.0,1.0,2.0
2716232,2.0,0.0,2.0
87823772,1.0,1.0,2.0
232904582,2.0,1.0,3.0
232440109,1.0,2.0,3.0
75604043,1.0,1.0,2.0
11665997,1.0,1.0,2.0
230650904,0.0,1.0,1.0
231993295,2.0,11.0,13.0
231995257,1.0,2.0,3.0
219844395,1.0,1.0,2.0
232455961,1.0,1.0,2.0
230428647,1.0,2.0,3.0
34255082,1.0,1.0,2.0
232035280,2.0,2.0,4.0
3857826,0.0,2.0,2.0
231180498,1.0,1.0,2.0
230445150,1.0,2.0,3.0
230440526,1.0,2.0,3.0
12456270,2.0,1.0,3.0
230525364,2.0,1.0,3.0
230659120,0.0,2.0,2.0
5608369,1.0,0.0,1.0
232448379,2.0,1.0,3.0
230523203,2.0,2.0,4.0
88055509,1.0,1.0,2.0
37234025,1.0,1.0,2.0
60428736,1.0,1.0,2.0
232007259,1.0,2.0,3.0
231990479,1.0,2.0,3.0
232427169,1.0,1.0,2.0
232433797,1.0,1.0,2.0
232009318,2.0,2.0,4.0
8390228,1.0,0.0,1.0
230516459,1.0,1.0,2.0
231996113,0.0,1.0,1.0
230588248,0.0,1.0,1.0
232656726,1.0,2.0,3.0
230465376,0.0,2.0,2.0
13995945,1.0,0.0,1.0
196536221,2.0,1.0,3.0
5035357,3.0,1.0,4.0
230530321,0.0,2.0,2.0
232445704,1.0,0.0,1.0
230650044,1.0,1.0,2.0
230650191,1.0,1.0,2.0
33809076,2.0,1.0,3.0
230437676,2.0,1.0,3.0
17152398,0.0,2.0,2.0
230442067,24.0,1.0,25.0
231992557,1.0,2.0,3.0
232019118,1.0,1.0,2.0
230557021,1.0,1.0,2.0
231994213,1.0,2.0,3.0
214640850,1.0,1.0,2.0
232431900,1.0,2.0,3.0
16027454,1.0,1.0,2.0
49186045,1.0,1.0,2.0
232432884,0.0,1.0,1.0
60579970,1.0,1.0,2.0
67204095,1.0,0.0,1.0
20664692,3.0,6.0,9.0
231267445,1.0,0.0,1.0
62111535,1.0,1.0,2.0
232356999,1.0,2.0,3.0
232898395,1.0,2.0,3.0
230683551,23.0,0.0,23.0
230347375,0.0,2.0,2.0
230658291,1.0,1.0,2.0
232897182,1.0,0.0,1.0
230592895,1.0,2.0,3.0
232342233,1.0,1.0,2.0
232346075,1.0,2.0,3.0
13258060,0.0,1.0,1.0
230530058,2.0,1.0,3.0
230530049,1.0,0.0,1.0
75604010,1.0,1.0,2.0
20306273,1.0,1.0,2.0
230659430,1.0,2.0,3.0
230659445,1.0,2.0,3.0
230523246,2.0,0.0,2.0
232431929,0.0,2.0,2.0
230578938,3.0,0.0,3.0
230645825,1.0,1.0,2.0
230649124,1.0,1.0,2.0
230434020,0.0,2.0,2.0
232034946,2.0,2.0,4.0
230438483,2.0,2.0,4.0
230349222,0.0,2.0,2.0
232696994,8.0,2.0,10.0
230602580,2.0,2.0,4.0
