txId,time_step,in_degree,out_degree,total_degree,degree_imbalance,absolute_degree_imbalance,unique_out_neighbors,unique_in_neighbors,unique_neighbors,has_incoming,has_outgoing,is_source,is_sink,is_isolated,in_degree_ratio,out_degree_ratio
14660781,1,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
13334987,1,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
5530452,1,1,0,1,-1,1,0,1,1,1,0,0,1,0,1.0,0.0
230519287,1,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
194810163,1,1,0,1,-1,1,0,1,1,1,0,0,1,0,1.0,0.0
230423321,1,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
232399276,1,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
230659456,1,4,2,6,-2,2,2,4,6,1,1,0,0,0,0.6666666666666666,0.3333333333333333
230658142,1,134,0,134,-134,134,0,134,134,1,0,0,1,0,1.0,0.0
230347386,1,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
37233982,1,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
230427468,1,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
43358239,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0.0,1.0
230528714,1,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
75605182,1,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
75604052,1,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
230585122,1,0,2,2,2,2,2,0,2,0,1,1,0,0,0.0,1.0
231208959,1,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
230455950,1,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
2881274,1,97,0,97,-97,97,0,97,97,1,0,0,1,0,1.0,0.0
232658952,1,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
232658962,1,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
230530291,1,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
2881273,1,143,0,143,-143,143,0,143,143,1,0,0,1,0,1.0,0.0
75604616,1,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
37232637,1,2,1,3,-1,1,1,2,3,1,1,0,0,0,0.6666666666666666,0.3333333333333333
230531551,1,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
4619363,1,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
230516010,1,3,10,13,7,7,10,3,13,1,1,0,0,0,0.23076923076923078,0.7692307692307693
230516478,1,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
232441583,1,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
232441589,1,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
5488136,1,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
27553759,1,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
5529367,1,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
232467632,1,4,0,4,-4,4,0,4,4,1,0,0,1,0,1.0,0.0
230658273,1,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
230658517,1,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
231181128,1,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
232453404,1,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
232353601,1,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
230447764,1,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
230423018,1,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
232392936,1,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
234419729,1,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
152498092,1,2,1,3,-1,1,1,2,3,1,1,0,0,0,0.6666666666666666,0.3333333333333333
230531146,1,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
230545782,1,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
230415003,1,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
230414561,1,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
230453429,1,0,2,2,2,2,2,0,2,0,1,1,0,0,0.0,1.0
230459154,1,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
230425284,1,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
83431059,1,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
230530225,1,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
230095969,1,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
230440353,1,2,2,4,0,0,2,2,4,1,1,0,0,0,0.5,0.5
230440535,1,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
230440534,1,2,1,3,-1,1,1,2,3,1,1,0,0,0,0.6666666666666666,0.3333333333333333
232022496,1,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
232022773,1,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
230348238,1,0,2,2,2,2,2,0,2,0,1,1,0,0,0.0,1.0
3409584,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0.0,1.0
89273,1,1,288,289,287,287,288,1,289,1,1,0,0,0,0.0034602076124567475,0.9965397923875432
3906238,1,1,0,1,-1,1,0,1,1,1,0,0,1,0,1.0,0.0
230973596,1,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
232455956,1,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
38062994,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0.0,1.0
80044108,1,3,0,3,-3,3,0,3,3,1,0,0,1,0,1.0,0.0
230423318,1,0,2,2,2,2,2,0,2,0,1,1,0,0,0.0,1.0
146601928,1,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
232368272,1,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
232453639,1,2,1,3,-1,1,1,2,3,1,1,0,0,0,0.6666666666666666,0.3333333333333333
232453630,1,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
51860219,1,1,0,1,-1,1,0,1,1,1,0,0,1,0,1.0,0.0
230521273,1,10,4,14,-6,6,4,10,14,1,1,0,0,0,0.7142857142857143,0.2857142857142857
230522097,1,1,0,1,-1,1,0,1,1,1,0,0,1,0,1.0,0.0
230658997,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0.0,1.0
1913117,1,0,28,28,28,28,28,0,28,0,1,1,0,0,0.0,1.0
232909272,1,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
231179660,1,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
231177063,1,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
206222134,1,0,2,2,2,2,2,0,2,0,1,1,0,0,0.0,1.0
192431356,1,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
230967090,1,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
230439439,1,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
230658277,1,0,2,2,2,2,2,0,2,0,1,1,0,0,0.0,1.0
230563355,1,1,0,1,-1,1,0,1,1,1,0,0,1,0,1.0,0.0
230455752,1,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
232416085,1,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
232038004,1,0,2,2,2,2,2,0,2,0,1,1,0,0,0.0,1.0
232037822,1,2,2,4,0,0,2,2,4,1,1,0,0,0,0.5,0.5
230471902,1,4,1,5,-3,3,1,4,5,1,1,0,0,0,0.8,0.2
230471916,1,3,2,5,-1,1,2,3,5,1,1,0,0,0,0.6,0.4
232393313,1,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
230511916,1,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
200165930,1,2,1,3,-1,1,1,2,3,1,1,0,0,0,0.6666666666666666,0.3333333333333333
39617084,1,2,1,3,-1,1,1,2,3,1,1,0,0,0,0.6666666666666666,0.3333333333333333
230432611,1,0,2,2,2,2,2,0,2,0,1,1,0,0,0.0,1.0
230966618,1,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
230512979,1,2,0,2,-2,2,0,2,2,1,0,0,1,0,1.0,0.0
230530178,1,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
232070456,1,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
232436036,1,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
230674241,1,3,0,3,-3,3,0,3,3,1,0,0,1,0,1.0,0.0
230330969,1,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
232918438,1,8,1,9,-7,7,1,8,9,1,1,0,0,0,0.8888888888888888,0.1111111111111111
230335026,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0.0,1.0
232698839,1,2,1,3,-1,1,1,2,3,1,1,0,0,0,0.6666666666666666,0.3333333333333333
230918484,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0.0,1.0
40297647,1,2,0,2,-2,2,0,2,2,1,0,0,1,0,1.0,0.0
230459131,1,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
230559672,1,1,0,1,-1,1,0,1,1,1,0,0,1,0,1.0,0.0
230447404,1,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
3877919,1,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
54492406,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0.0,1.0
4855592,1,3,0,3,-3,3,0,3,3,1,0,0,1,0,1.0,0.0
231995264,1,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
232468876,1,3,1,4,-2,2,1,3,4,1,1,0,0,0,0.75,0.25
231994250,1,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
232910950,1,26,1,27,-25,25,1,26,27,1,1,0,0,0,0.9629629629629629,0.037037037037037035
3907739,1,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
230438749,1,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
232687445,1,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
189305695,1,1,0,1,-1,1,0,1,1,1,0,0,1,0,1.0,0.0
2819887,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0.0,1.0
232956426,1,3,1,4,-2,2,1,3,4,1,1,0,0,0,0.75,0.25
230530380,1,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
230474094,1,0,2,2,2,2,2,0,2,0,1,1,0,0,0.0,1.0
230473989,1,2,1,3,-1,1,1,2,3,1,1,0,0,0,0.6666666666666666,0.3333333333333333
75604389,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0.0,1.0
75604980,1,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
232440027,1,2,2,4,0,0,2,2,4,1,1,0,0,0,0.5,0.5
232448376,1,2,1,3,-1,1,1,2,3,1,1,0,0,0,0.6666666666666666,0.3333333333333333
230471946,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0.0,1.0
231429973,1,3,1,4,-2,2,1,3,4,1,1,0,0,0,0.75,0.25
79642404,1,2,1,3,-1,1,1,2,3,1,1,0,0,0,0.6666666666666666,0.3333333333333333
71136742,1,2,1,3,-1,1,1,2,3,1,1,0,0,0,0.6666666666666666,0.3333333333333333
232897313,1,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
231168875,1,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
230537133,1,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
230537117,1,28,0,28,-28,28,0,28,28,1,0,0,1,0,1.0,0.0
232040268,1,2,1,3,-1,1,1,2,3,1,1,0,0,0,0.6666666666666666,0.3333333333333333
230467682,1,2,1,3,-1,1,1,2,3,1,1,0,0,0,0.6666666666666666,0.3333333333333333
2756358,1,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
232432897,1,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
66396856,1,2,1,3,-1,1,1,2,3,1,1,0,0,0,0.6666666666666666,0.3333333333333333
13805515,1,2,1,3,-1,1,1,2,3,1,1,0,0,0,0.6666666666666666,0.3333333333333333
230470027,1,6,1,7,-5,5,1,6,7,1,1,0,0,0,0.8571428571428571,0.14285714285714285
2893869,1,1,0,1,-1,1,0,1,1,1,0,0,1,0,1.0,0.0
232634676,1,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
232364856,1,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
232440939,1,2,1,3,-1,1,1,2,3,1,1,0,0,0,0.6666666666666666,0.3333333333333333
79642776,1,2,1,3,-1,1,1,2,3,1,1,0,0,0,0.6666666666666666,0.3333333333333333
42953128,1,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
230424236,1,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
230449513,1,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
230449518,1,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
230529171,1,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
14580549,1,3,0,3,-3,3,0,3,3,1,0,0,1,0,1.0,0.0
86655785,1,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
230577422,1,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
232457903,1,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
11011839,1,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
230471924,1,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
232894488,1,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
230391412,1,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
2893846,1,2,9,11,7,7,9,2,11,1,1,0,0,0,0.18181818181818182,0.8181818181818182
230334809,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0.0,1.0
230465219,1,2,2,4,0,0,2,2,4,1,1,0,0,0,0.5,0.5
230541525,1,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
2880930,1,49,0,49,-49,49,0,49,49,1,0,0,1,0,1.0,0.0
230452144,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0.0,1.0
2706899,1,5,0,5,-5,5,0,5,5,1,0,0,1,0,1.0,0.0
230681119,1,2,1,3,-1,1,1,2,3,1,1,0,0,0,0.6666666666666666,0.3333333333333333
232472581,1,2,1,3,-1,1,1,2,3,1,1,0,0,0,0.6666666666666666,0.3333333333333333
232345632,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0.0,1.0
230463877,1,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
232916687,1,2,1,3,-1,1,1,2,3,1,1,0,0,0,0.6666666666666666,0.3333333333333333
232431856,1,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
230683178,1,1,0,1,-1,1,0,1,1,1,0,0,1,0,1.0,0.0
230349226,1,0,2,2,2,2,2,0,2,0,1,1,0,0,0.0,1.0
233221331,1,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
81167039,1,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
230594121,1,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
232440137,1,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
230639246,1,2,0,2,-2,2,0,2,2,1,0,0,1,0,1.0,0.0
232399274,1,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
232399270,1,1,0,1,-1,1,0,1,1,1,0,0,1,0,1.0,0.0
230659151,1,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
230467618,1,2,1,3,-1,1,1,2,3,1,1,0,0,0,0.6666666666666666,0.3333333333333333
230467684,1,2,1,3,-1,1,1,2,3,1,1,0,0,0,0.6666666666666666,0.3333333333333333
230531179,1,2,2,4,0,0,2,2,4,1,1,0,0,0,0.5,0.5
230437680,1,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
19617883,1,2,1,3,-1,1,1,2,3,1,1,0,0,0,0.6666666666666666,0.3333333333333333
230411721,1,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
35574259,1,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
232957846,1,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
232415197,1,5,1,6,-4,4,1,5,6,1,1,0,0,0,0.8333333333333334,0.16666666666666666
232675389,1,2,1,3,-1,1,1,2,3,1,1,0,0,0,0.6666666666666666,0.3333333333333333
147419328,1,2,1,3,-1,1,1,2,3,1,1,0,0,0,0.6666666666666666,0.3333333333333333
233599193,1,2,1,3,-1,1,1,2,3,1,1,0,0,0,0.6666666666666666,0.3333333333333333
233599189,1,2,1,3,-1,1,1,2,3,1,1,0,0,0,0.6666666666666666,0.3333333333333333
230591601,1,0,2,2,2,2,2,0,2,0,1,1,0,0,0.0,1.0
230555921,1,5,0,5,-5,5,0,5,5,1,0,0,1,0,1.0,0.0
60519306,1,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
230097992,1,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
21763735,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0.0,1.0
231990423,1,0,2,2,2,2,2,0,2,0,1,1,0,0,0.0,1.0
12971085,1,3,1,4,-2,2,1,3,4,1,1,0,0,0,0.75,0.25
230344670,1,0,2,2,2,2,2,0,2,0,1,1,0,0,0.0,1.0
230521269,1,5,2,7,-3,3,2,5,7,1,1,0,0,0,0.7142857142857143,0.2857142857142857
230521266,1,4,1,5,-3,3,1,4,5,1,1,0,0,0,0.8,0.2
232431922,1,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
3272536,1,1,5,6,4,4,5,1,6,1,1,0,0,0,0.16666666666666666,0.8333333333333334
230724244,1,2,7,9,5,5,7,2,9,1,1,0,0,0,0.2222222222222222,0.7777777777777778
232047899,1,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
230540205,1,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
232608734,1,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
230597986,1,0,2,2,2,2,2,0,2,0,1,1,0,0,0.0,1.0
3878899,1,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
230351534,1,0,3,3,3,3,3,0,3,0,1,1,0,0,0.0,1.0
230586873,1,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
230667453,1,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
75597397,1,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
90545645,1,3,1,4,-2,2,1,3,4,1,1,0,0,0,0.75,0.25
232064964,1,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
206139323,1,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
230437630,1,2,2,4,0,0,2,2,4,1,1,0,0,0,0.5,0.5
230649117,1,2,2,4,0,0,2,2,4,1,1,0,0,0,0.5,0.5
14550424,1,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
232353291,1,2,1,3,-1,1,1,2,3,1,1,0,0,0,0.6666666666666666,0.3333333333333333
183402062,1,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
82950160,1,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
232447742,1,2,1,3,-1,1,1,2,3,1,1,0,0,0,0.6666666666666666,0.3333333333333333
230401350,1,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
230401687,1,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
21018157,1,0,9,9,9,9,9,0,9,0,1,1,0,0,0.0,1.0
230347366,1,0,2,2,2,2,2,0,2,0,1,1,0,0,0.0,1.0
230658525,1,0,2,2,2,2,2,0,2,0,1,1,0,0,0.0,1.0
232450626,1,1,0,1,-1,1,0,1,1,1,0,0,1,0,1.0,0.0
2864954,1,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
33972940,1,1,1,2,0,0,1,1,2,1,1,0,0,0,0.5,0.5
233227310,1,1,0,1,-1,1,0,1,1,1,0,0,1,0,1.0,0.0
232673945,1,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
232673949,1,1,2,3,1,1,2,1,3,1,1,0,0,0,0.3333333333333333,0.6666666666666666
