txId,time_step,class_raw,model_risk,high_risk_neighbor_fraction,neighborhood_mean_risk,neighborhood_vs_self_risk,total_degree,degree_imbalance,investigation_score,investigation_priority,is_illicit,is_labeled
96297493,40,unknown,0.0029000798240303,0.0,0.0006346929112623,-0.002265386912768,2,2,0.0963,LOW,0,0
80666995,40,2,0.0001241190329892,0.0,0.031899495050311,0.0317753760173218,8,-6,0.1474,LOW,0,1
52309847,40,2,0.0002654964628163,0.0,0.0006074436823837,0.0003419472195673,1,1,0.0852,LOW,0,1
97481182,40,2,0.0012148873647674,0.0,0.0062258229493939,0.0050109355846264,5,-1,0.106,LOW,0,1
96716317,40,unknown,0.0138330552726984,0.0,0.0115174995735287,-0.0023155556991696,3,1,0.1017,LOW,0,0
97871755,40,unknown,0.0085810218006372,0.0,0.01815643068403,0.0095754088833928,2,0,0.09,LOW,0,0
52295340,40,unknown,0.0001115198610932,1.0,0.4989401549100876,0.4988286350489943,2,2,0.3825,LOW,0,0
98111793,40,unknown,0.9996213912963868,0.0,5.575993054662831e-05,-0.99956563136584,1,-1,0.5098,IMMEDIATE,0,0
3279974,40,2,2.631860843393952e-05,0.0714285714285714,0.0410068328553909,0.0409805142469569,14,12,0.1959,LOW,0,1
96954603,40,2,0.0001283561723539,0.0,0.031870141679974,0.03174178550762,3,1,0.0974,LOW,0,1
96946123,40,unknown,0.0020058678928762,0.0,0.022483365581138,0.0204774976882617,2,2,0.0975,LOW,0,0
97993325,40,unknown,0.0003126262454316,0.0,0.0011732722487067,0.0008606460032751,2,0,0.0852,LOW,0,0
98598403,40,unknown,0.0002817953936755,0.0,0.0003400354180485,5.8240024372935295e-05,2,0,0.0851,LOW,0,0
98598571,40,unknown,0.000314478733344,0.0,0.000362085760571,4.760702722705901e-05,2,0,0.0852,LOW,0,0
97052088,40,unknown,0.0176553763449192,0.5,0.1475328123779036,0.1298774360329844,2,2,0.2386,LOW,0,0
97051928,40,unknown,0.5876338481903076,0.0,0.010076388833113,-0.5775574593571946,2,0,0.3355,HIGH,0,0
97282431,40,unknown,0.1081057116389274,1.0,0.4971491396427154,0.389043428003788,1,1,0.4182,LOW,0,0
31168505,40,unknown,0.9942982792854308,0.0,0.028162570161719,-0.966135709123712,83,-83,0.5997,IMMEDIATE,0,0
98034913,40,unknown,0.0002090917114401,0.0,1.447579143132316e-05,-0.0001946159200088,1,1,0.0851,LOW,0,0
98034161,40,2,2.895158286264632e-05,0.037037037037037,0.5134023406087952,0.5133733890259325,81,-77,0.2228,LOW,0,1
19675779,40,unknown,0.0116003956645727,0.0,1.1859868360867646e-05,-0.0115885357962118,3,-3,0.1099,LOW,0,0
97106399,40,2,7.456767343683168e-05,0.5,0.2492383897733816,0.2491638220999448,6,6,0.2787,LOW,0,1
98111804,40,unknown,0.9995999932289124,0.0,3.728383671841584e-05,-0.999562709392194,1,-1,0.5098,IMMEDIATE,0,0
27156930,40,unknown,0.0003115025465376,0.0,0.0001241519130417,-0.0001873506334959,2,0,0.0851,LOW,0,0
96620780,40,unknown,0.0001226793829118,0.0,0.0002404462356935,0.0001177668527816,2,0,0.0851,LOW,0,0
97424124,40,2,0.0018989252857863,0.0,0.0105254002437504,0.008626474957964,2,2,0.0966,LOW,0,1
97742321,40,unknown,0.0420776531100273,0.0,0.049687368562445,0.0076097154524177,2,0,0.1066,LOW,0,0
96564425,40,unknown,0.0011856643250212,0.0,0.0119008820147428,0.0107152176897216,3,1,0.0964,LOW,0,0
59376661,40,unknown,0.0465660169720649,0.0,0.0005928321625106,-0.0459731848095543,1,-1,0.1048,LOW,0,0
96314344,40,unknown,0.0001313633256359,0.0,0.0002396213094471,0.0001082579838111,1,1,0.0851,LOW,0,0
96620101,40,unknown,0.0004792426188942,0.0,0.0001864618170657,-0.0002927808018284,2,0,0.0852,LOW,0,0
905123,40,2,2.891631629609037e-05,0.0952380952380952,0.0415206148757988,0.0414916985595027,21,19,0.2019,LOW,0,1
96703449,40,unknown,0.8318763375282288,0.0,8.828680529404664e-05,-0.8317880507229347,2,0,0.4386,HIGH,0,0
96652290,40,unknown,0.0026446157135069,0.0,0.000144004021422,-0.0025006116920849,1,1,0.0861,LOW,0,0
98115512,40,unknown,0.000288008042844,0.0,0.0025263153171787,0.0022383072743347,3,-3,0.1053,LOW,0,0
65253,40,unknown,5.651528408634477e-05,0.0,0.0022739099262905,0.0022173946422041,53,53,0.1752,LOW,0,0
99018629,40,2,0.000371847738279,0.0,2.8257642043172385e-05,-0.0003435900962358,1,-1,0.0852,LOW,0,1
97395877,40,2,0.000147657294292,0.1142857142857142,0.0652748768821926,0.0651272195879006,35,-33,0.2085,LOW,0,1
96665661,40,unknown,0.0204639323055744,0.0,0.0008377832709811,-0.0196261490345932,1,1,0.0938,LOW,0,0
97122523,40,unknown,0.0016755665419623,0.0,0.0050449449598899,0.0033693784179275,10,-8,0.1661,LOW,0,0
37704327,40,2,8.229514787672088e-05,0.5,0.2489910493604838,0.2489087542126071,2,2,0.2387,LOW,0,1
97098511,40,unknown,0.9952250719070436,0.0,0.0070472977786266,-0.9881777741284168,2,0,0.5085,IMMEDIATE,0,0
96703608,40,unknown,0.7845192551612854,0.0,0.0023280191235244,-0.782191236037761,1,1,0.4186,HIGH,0,0
97722755,40,unknown,0.0046560382470488,0.5,0.3923186388165049,0.3876626005694561,2,0,0.2414,LOW,0,0
59337587,40,unknown,0.0045204362832009,0.0,0.0052429944917093,0.0007225582085084,2,0,0.0873,LOW,0,0
99659463,40,2,0.0100160483270883,0.0,0.0383784986915998,0.0283624503645114,4,-4,0.1221,LOW,0,1
96719577,40,unknown,0.0035212996881455,0.0,0.0019984813407063,-0.0015228183474391,2,0,0.0866,LOW,0,0
86462407,40,2,0.0028200559318065,0.0,0.003827422785586,0.0010073668537794,6,-6,0.1365,LOW,0,1
96931088,40,2,0.0010956748155876,0.0,1.3119482900947332e-05,-0.0010825553326867,1,1,0.0855,LOW,0,1
97074086,40,unknown,0.0001290660584345,0.0,0.0007080961586325,0.0005790301001979,3,1,0.0951,LOW,0,0
98081429,40,unknown,0.0007679540431126,0.0,0.0001846409359131,-0.0005833131071995,2,0,0.0853,LOW,0,0
96636103,40,unknown,0.0001574400084791,0.0,1.1605296094785444e-05,-0.0001458347123843,3,3,0.1051,LOW,0,0
97718848,40,2,0.0004539639921858,0.0,0.0063233943495409,0.005869430357355,4,-2,0.1057,LOW,0,1
98052213,40,unknown,0.0125409225001931,0.0,0.2390148714475799,0.2264739489473868,3,-1,0.1183,LOW,0,0
97100224,40,unknown,0.0166865345090627,0.0,0.0004097780038136,-0.016276756505249,1,1,0.0921,LOW,0,0
97100221,40,2,0.0008195560076273,0.0,0.0231359835391534,0.022316427531526,4,-2,0.1071,LOW,0,1
12843031,40,2,4.556502608465962e-05,0.5,0.2510258316951876,0.250980266669103,8,8,0.2988,LOW,0,1
29609392,40,unknown,1.1409954822738657e-05,0.0,0.0171960750961131,0.0171846651412904,7,7,0.1463,LOW,0,0
98568148,40,2,0.0012011096114292,0.0384615384615384,0.0531876591169202,0.0519865495054909,26,-24,0.1891,LOW,0,1
15012659,40,unknown,9.443289309274404e-05,0.6,0.2938937008380889,0.2937992679449962,5,5,0.2971,LOW,0,0
97760584,40,unknown,0.0222223084419965,0.0,0.0075607565231621,-0.0146615519188344,2,0,0.095,LOW,0,0
97760414,40,2,0.0065417559817433,0.0,0.0140351052687037,0.0074933492869604,5,-1,0.1088,LOW,0,1
7361155,40,unknown,0.0017148153856396,0.0,1.1072239431086928e-05,-0.0017037431462085,1,1,0.0857,LOW,0,0
96955048,40,unknown,0.0187515784054994,0.0,0.0080372272059321,-0.0107143511995673,1,-1,0.0936,LOW,0,0
6979081,40,unknown,0.0019997814670205,0.0,0.0001408630196237,-0.0018589184473967,2,0,0.0859,LOW,0,0
86146429,40,unknown,0.0001494492898928,0.0,0.0010162256276089,0.0008667763377161,2,0,0.0851,LOW,0,0
96687681,40,unknown,0.0027384769637137,0.0,0.0066981769050471,0.0039596999413333,3,1,0.0967,LOW,0,0
96688002,40,unknown,0.0008644599001854,0.0,0.0032840432977536,0.0024195833975682,6,-2,0.1156,LOW,0,0
98062586,40,unknown,0.0173092186450958,0.0,0.0082390872703399,-0.0090701313747558,2,0,0.093,LOW,0,0
27156905,40,unknown,0.0158885028213262,0.0,0.0096516514895483,-0.0062368513317778,2,0,0.0925,LOW,0,0
96256406,40,unknown,0.0002266464725835,0.4166666666666667,0.2593421215624403,0.2591154750898568,12,12,0.2987,LOW,0,0
1910887,40,unknown,0.0514774657785892,0.0,0.0001133232362917,-0.0513641425422974,1,-1,0.1069,LOW,0,0
92309155,40,unknown,0.0041133794002234,0.0,0.0030711924191564,-0.001042186981067,2,0,0.087,LOW,0,0
97086910,40,unknown,0.0028691566549241,0.0,0.0021972133690724,-0.0006719432858517,2,0,0.0864,LOW,0,0
97200140,40,unknown,0.0003976918233092,0.0,0.0002843749534804,-0.0001133168698288,1,1,0.0852,LOW,0,0
97200143,40,unknown,0.0005687499069608,0.0,0.0004045450041303,-0.0001642049028305,2,0,0.0853,LOW,0,0
97098507,40,unknown,0.9981119632720948,0.0,0.1501723879482597,-0.847939575323835,2,0,0.5205,IMMEDIATE,0,0
97748269,40,unknown,0.1360552161931991,0.3333333333333333,0.2341539916815236,0.0980987754883244,3,1,0.2537,LOW,0,0
97748268,40,unknown,0.6717442870140076,0.0,0.0680276080965995,-0.603716678917408,1,-1,0.3756,HIGH,0,0
3831285,40,unknown,4.153613190283068e-05,0.0,0.0003271752624035,0.0002856391305006,5,1,0.105,LOW,0,0
98052221,40,unknown,0.0006371165509335,0.0,4.047958100272808e-05,-0.0005966369699308,2,0,0.0853,LOW,0,0
96571184,40,unknown,0.003623146796599,0.0,0.0001987100695259,-0.003424436727073,2,2,0.0966,LOW,0,0
97844703,40,unknown,0.0566719733178615,0.0,0.0751754939556121,0.0185035206377506,1,1,0.1147,LOW,0,0
97760587,40,unknown,0.1503509879112243,0.0,0.0370071157813072,-0.1133438721299171,3,1,0.1617,LOW,0,0
97430363,40,2,9.385322482557969e-05,0.1666666666666666,0.1430330064449663,0.1429391532201407,6,6,0.1874,LOW,0,1
97711005,40,unknown,0.3815019428730011,0.0,0.0602484970040677,-0.3212534458689333,2,0,0.2517,REVIEW,0,0
96932675,40,unknown,0.0120479548349976,0.0,0.0225870950825992,0.0105391402476016,2,0,0.0918,LOW,0,0
12117243,40,2,1.9309432900627144e-05,0.0119047619047619,0.0252405617975432,0.0252212523646425,84,-74,0.1799,LOW,0,1
96328026,40,unknown,0.010236483067274,0.0,6.205951649462804e-05,-0.0101744235507794,1,1,0.0894,LOW,0,0
34770131,40,unknown,0.0015303632244467,0.0,0.026753906160593,0.0252235429361462,2,2,0.0977,LOW,0,0
98059615,40,unknown,0.0139014646410942,0.0,0.0159074659944356,0.0020060013533414,6,-6,0.1421,LOW,0,0
97427871,40,unknown,0.0001686167379375,0.0,0.0001337906091976,-3.4826128739950946e-05,3,1,0.0951,LOW,0,0
98093118,40,unknown,0.0001650405902182,0.5,0.4947786307166097,0.4946135901263915,2,0,0.2472,LOW,0,0
23344709,40,unknown,0.000417773699155,0.5,0.2564346205690526,0.2560168468698975,4,4,0.2594,LOW,0,0
96651654,40,unknown,0.0571992322802543,0.0,0.0209992365416837,-0.0361999957385705,2,0,0.1109,LOW,0,0
96946121,40,unknown,0.0896208360791206,0.0,0.0105054248124361,-0.0791154112666845,3,1,0.1339,LOW,0,0
6971075,40,unknown,0.0378686711192131,0.0,0.0742355640977621,0.036366892978549,2,0,0.1067,LOW,0,0
24707139,40,unknown,0.0438989922404289,0.0,0.0027712737210094,-0.0411277185194194,2,0,0.1039,LOW,0,0
97720999,40,unknown,0.0016649360768496,0.0,0.0590179152786731,0.0573529792018234,2,0,0.0901,LOW,0,0
97013839,40,2,0.4212483465671539,0.5,0.1698911576531827,-0.2513571889139712,2,2,0.4118,REVIEW,0,1
97933782,40,2,0.6699914336204529,0.0,0.2320984397083521,-0.4378929939121008,2,0,0.3872,HIGH,0,1
98185889,40,unknown,0.1019209846854209,0.0,0.0218069204129278,-0.0801140642724931,2,0,0.13,LOW,0,0
97015630,40,2,0.0015932217938825,0.0,0.0252790407169717,0.0236858189230891,7,-5,0.1376,LOW,0,1
97015625,40,2,0.0278311129659414,0.0,0.0778506584271478,0.0500195454612063,4,-2,0.1227,LOW,0,1
48902233,40,unknown,0.0002195967099396,0.0,0.0003508660183797,0.00013126930844,2,2,0.0951,LOW,0,0
80664766,40,2,2.3947864974616092e-05,0.0365853658536585,0.0342075436435773,0.0341835957786027,82,-82,0.1867,LOW,0,1
17303883,40,unknown,4.547681601252407e-05,0.75,0.3275929414321581,0.3275474646161456,8,8,0.3671,LOW,0,0
96925342,40,1,0.9997771382331848,0.0,0.00554206797824,-0.9942350702549448,2,0,0.5103,IMMEDIATE,1,1
96562112,40,2,0.000361131678801,0.0,0.0182563080131027,0.0178951763343017,19,-17,0.1765,LOW,0,1
24704981,40,2,1.028657061397098e-05,0.0,0.0068807896058597,0.0068705030352458,14,12,0.1755,LOW,0,1
97016730,40,unknown,5.486467489390634e-05,0.3333333333333333,0.2486814682524709,0.248626603577577,3,1,0.197,LOW,0,0
97404386,40,unknown,6.47330452920869e-05,0.0,7.102454219420906e-05,6.291496902122162e-06,2,0,0.085,LOW,0,0
23344692,40,2,0.0001151471733464,0.25,0.1639592882665965,0.16384414109325,4,4,0.1898,LOW,0,1
96956070,40,unknown,0.3153412342071533,0.0,5.757358667324297e-05,-0.3152836606204801,1,-1,0.219,REVIEW,0,0
924065,40,2,0.000195615197299,0.0,2.8257642043172385e-05,-0.0001673575552558,1,-1,0.0851,LOW,0,1
53862689,40,2,0.0001726805203361,0.0,0.0065288205929391,0.006356140072603,6,-4,0.1256,LOW,0,1
99709782,40,2,0.0071067004464566,0.0,0.0013134764276401,-0.0057932240188165,4,-4,0.1181,LOW,0,1
78551177,40,2,4.921697109239176e-05,0.0,0.0263069875885169,0.0262577706174245,6,6,0.137,LOW,0,1
1351110,40,2,6.351147021632642e-05,0.0434782608695652,0.0351352085017668,0.0350716970315504,23,-9,0.1885,LOW,0,1
96310506,40,unknown,0.0003171010175719,0.0,0.0003177941398462,6.931222742423415e-07,2,0,0.0852,LOW,0,0
96310509,40,unknown,0.0002075210795737,0.0,0.0002988491842188,9.132810464507202e-05,3,1,0.0951,LOW,0,0
96687665,40,unknown,0.016776842996478,0.0,0.0025459724711254,-0.0142308705253526,2,0,0.0923,LOW,0,0
96687670,40,unknown,0.0019591723103076,0.0,0.0101950228563509,0.0082358505460433,3,1,0.0966,LOW,0,0
97400383,40,unknown,0.0980508178472518,0.5,0.2170122190145775,0.1189614011673256,2,2,0.2779,LOW,0,0
97769234,40,unknown,0.8679075837135315,0.0,0.0490254089236259,-0.8188821747899055,1,-1,0.4575,HIGH,0,0
13916444,40,2,7.850283873267472e-05,0.0,0.0330094437563924,0.0329309409176598,7,7,0.1475,LOW,0,1
98073347,40,2,0.2979609370231628,0.0,0.033098504965892,-0.2648624320572708,3,-1,0.2241,REVIEW,0,1
96932462,40,2,0.0064536402933299,0.0,0.0004031328066957,-0.0060505074866341,2,2,0.0978,LOW,0,1
96982307,40,unknown,0.0016314378008246,0.0,0.0004365868371678,-0.0011948509636567,2,0,0.0857,LOW,0,0
96982970,40,unknown,0.0003398772387299,0.0,0.0009885758045129,0.0006486985657829,2,0,0.0852,LOW,0,0
96932479,40,2,0.0002708763349801,0.0,6.548455803567776e-05,-0.0002053917769444,2,0,0.0851,LOW,0,1
98083348,40,unknown,0.0008183725294657,0.0,0.0011800328502431,0.0003616603207774,2,0,0.0854,LOW,0,0
60132633,40,unknown,0.0010510093998163,0.0,0.0012211014109198,0.0001700920111034,2,0,0.0855,LOW,0,0
97994409,40,unknown,0.0032041384838521,0.0,0.0032287132344208,2.457475056871772e-05,2,0,0.0866,LOW,0,0
97994414,40,unknown,0.0018509667133912,0.0,0.0027555280830711,0.0009045613696798,2,0,0.086,LOW,0,0
97061709,40,2,0.0030675916932523,0.0,0.0657499209046363,0.062682329211384,1,1,0.0912,LOW,0,1
